basin,site,year,tax.richness,bio.richness,eco.richness
SP04,103000569,2016,12,0.636221469,0.513706814
SP04,103000569,2017,11,0.587871926,0.49727099
SP04,103000569,2018,13,0.587871926,0.49727099
SP04,103000569,2019,16,0.658925099,0.698040303
SP04,103000574,2007,6,0.143629037,0.204535572
SP04,103000574,2008,13,0.550201778,0.416208729
SP04,103000574,2009,11,0.504743178,0.415980894
SP04,103000574,2010,16,0.550201778,0.615451671
SP04,103000574,2011,12,0.356317184,0.5838128
SP04,103000574,2012,21,0.577224794,0.868152646
SP04,103000574,2013,25,0.617675843,0.876858481
SP04,103000574,2014,16,0.537471436,0.833978363
SP04,103000574,2015,16,0.534992884,0.568201608
SP04,103000574,2016,20,0.738946207,0.873751957
SP04,103000574,2017,22,0.618960327,0.833978363
SP04,103000574,2018,22,0.6204567,0.88235604
SP04,103000574,2019,16,0.556399548,0.654216191
SP04,103000580,2007,8,0.364384064,0.179972142
SP04,103000580,2008,12,0.508717784,0.557780136
SP04,103000580,2009,8,0.102407978,0.135428648
SP04,103000580,2010,10,0.433734305,0.44790025
SP04,103000580,2011,9,0.223301341,0.177021151
SP04,103000580,2012,17,0.697856507,0.627693588
SP04,103000580,2013,6,0.073997872,0.135251128
SP04,103000580,2014,23,0.824576921,0.602684722
SP04,103000580,2015,15,0.593671979,0.492082797
SP04,103000580,2016,8,0.36610544,0.351002499
SP04,103000580,2017,13,0.562183563,0.567563112
SP04,103000580,2018,12,0.506453413,0.457866706
SP04,103000580,2019,6,0.172580621,0.105908116
SP04,103000583,2007,11,0.433281342,0.48855999
SP04,103000583,2008,14,0.577173923,0.592864115
SP04,103000583,2009,3,NA,NA
SP04,103000583,2010,9,0.524866032,0.380034268
SP04,103000583,2011,10,0.469866828,0.582538368
SP04,103000583,2012,15,0.524866032,0.612852322
SP04,103000583,2013,19,0.659594424,0.804070411
SP04,103000583,2014,15,0.575830491,0.610225277
SP04,103000583,2015,14,0.575830491,0.592864115
SP04,103000583,2016,16,0.636221469,0.562624506
SP04,103000583,2017,12,0.636221469,0.497919418
SP04,103000583,2018,8,0.463216876,0.291539852
SP04,103000583,2019,16,0.64292375,0.56596294
SP04,103000606,2007,18,0.689239277,0.763869078
SP04,103000606,2008,18,0.648126345,0.582105289
SP04,103000606,2009,11,0.616670303,0.449410303
SP04,103000606,2010,16,0.662700722,0.688735694
SP04,103000606,2011,13,0.610392831,0.681911286
SP04,103000606,2012,13,0.595818454,0.496164874
SP04,103000606,2013,20,0.671926058,0.763126815
SP04,103000606,2014,15,0.674052547,0.732768579
SP04,103000606,2015,12,0.607286533,0.598219395
SP04,103000606,2016,13,0.577597635,0.720211004
SP04,103000606,2017,10,0.552217004,0.294242468
SP04,103000606,2018,16,0.654317794,0.722774775
SP04,103000606,2019,15,0.662778196,0.62768509
SP04,103000619,2007,19,0.6074412,0.59329807
SP04,103000619,2008,19,0.557835166,0.75629957
SP04,103000619,2009,11,0.46263092,0.366970826
SP04,103000619,2010,24,0.78620094,0.741961655
SP04,103000619,2011,22,0.462225493,0.70332921
SP04,103000619,2012,22,0.767825339,0.725112366
SP04,103000619,2013,24,0.630034821,0.833389915
SP04,103000619,2014,19,0.61196823,0.72874004
SP04,103000619,2015,20,0.608254907,0.690012591
SP04,103000619,2016,22,0.724618245,0.785400061
SP04,103000619,2017,22,0.78620094,0.705305553
SP04,103000619,2018,22,0.748563095,0.72439412
SP04,103000619,2019,16,0.545131091,0.540406846
SP05,103000531,2007,16,0.731661655,0.39189823
SP05,103000531,2008,22,0.64339264,0.580626337
SP05,103000531,2009,21,0.650724966,0.54737883
SP05,103000531,2010,22,0.650724966,0.558442439
SP05,103000531,2011,20,0.667742649,0.568413951
SP05,103000531,2012,19,0.612406989,0.648630912
SP05,103000531,2013,22,0.670967351,0.50334024
SP05,103000531,2014,23,0.490163993,0.582751858
SP05,103000531,2015,17,0.657330834,0.52894229
SP05,103000531,2016,18,0.50753427,0.592500093
SP05,103000531,2017,22,0.718399095,0.483545096
SP05,103000531,2018,21,0.605429018,0.451937137
SP05,103000531,2019,22,0.620698155,0.644659335
SP05,103000533,2007,12,0.481274805,0.471866235
SP05,103000533,2008,19,0.664391819,0.500418193
SP05,103000533,2009,14,0.609430648,0.473568599
SP05,103000533,2010,20,0.670947564,0.490508592
SP05,103000533,2011,11,0.574405239,0.348566473
SP05,103000533,2012,13,0.60599883,0.27905573
SP05,103000533,2013,18,0.637521202,0.454952957
SP05,103000533,2014,22,0.71878686,0.515794089
SP05,103000533,2015,28,0.782743949,0.594492417
SP05,103000533,2016,18,0.738700663,0.561629272
SP05,103000533,2017,21,0.758174865,0.60148956
SP05,103000533,2018,24,0.741846624,0.534765725
SP05,103000533,2019,28,0.831492812,0.573955563
SP05,103000560,2007,19,0.5149419,0.613893806
SP05,103000560,2008,26,0.664369166,0.595566723
SP05,103000560,2009,26,0.764556668,0.608603019
SP05,103000560,2010,33,0.671184395,0.674933654
SP05,103000560,2011,22,0.571595855,0.657520361
SP05,103000560,2012,29,0.76083778,0.708136217
SP05,103000560,2013,30,0.76083778,0.634956387
SP05,103000560,2014,25,0.752168034,0.711679345
SP05,103000560,2015,25,0.549461158,0.679896283
SP05,103000560,2016,21,0.650724966,0.649680046
SP05,103000560,2017,22,0.566642403,0.582196313
SP05,103000560,2018,26,0.744923715,0.593856225
SP05,103000560,2019,29,0.76083778,0.742536649
SP05,103000578,2007,14,0.479602753,0.437855617
SP05,103000578,2008,20,0.786471782,0.627753938
SP05,103000578,2009,13,0.558584868,0.297443408
SP05,103000578,2010,13,0.558584868,0.385186923
SP05,103000578,2011,22,0.753147787,0.448151897
SP05,103000578,2012,23,0.720996211,0.452405802
SP05,103000578,2013,18,0.581816217,0.460464881
SP05,103000578,2014,25,0.755899295,0.669419712
SP05,103000578,2015,22,0.663861579,0.596100809
SP05,103000578,2016,18,0.558584868,0.558778545
SP05,103000578,2017,14,0.501635708,0.387912852
SP05,103000578,2018,14,0.499770697,0.423663854
SP05,103000578,2019,15,0.518274118,0.470587695
SP05,103000599,2007,10,0.373342007,0.385186923
SP05,103000599,2008,8,0.27646593,0.251067722
SP05,103000599,2009,5,0.308461062,0.190803835
SP05,103000599,2010,11,0.720996211,0.293538779
SP05,103000599,2011,11,0.601739632,0.307605783
SP05,103000599,2012,19,0.672566508,0.408189257
SP05,103000599,2013,20,0.64493218,0.709757635
SP05,103000599,2014,20,0.655548825,0.561291634
SP05,103000599,2015,21,0.713585233,0.550863344
SP05,103000599,2016,21,0.753147787,0.554973373
SP05,103000599,2017,18,0.720996211,0.595566723
SP05,103000599,2018,19,0.540463563,0.59597587
SP05,103000599,2019,19,0.720996211,0.533812559
SP05,103000614,2007,21,0.765070987,0.446396925
SP05,103000614,2008,25,0.725619052,0.607761211
SP05,103000614,2009,21,0.699310206,0.503098232
SP05,103000614,2010,20,0.661949863,0.425538473
SP05,103000614,2011,22,0.785569606,0.500418193
SP05,103000614,2012,24,0.711033274,0.439040582
SP05,103000614,2013,22,0.799761632,0.63650596
SP05,103000614,2014,24,0.764048031,0.560521645
SP05,103000614,2015,28,0.764048031,0.607485069
SP05,103000614,2016,22,0.673657401,0.61294727
SP05,103000614,2017,17,0.676384489,0.474137752
SP05,103000614,2018,21,0.623016512,0.497401448
SP05,103000614,2019,31,0.818150163,0.574935608
SP05,103000615,2007,6,0.244367444,0.281853896
SP05,103000615,2008,11,0.451913163,0.411356831
SP05,103000615,2009,16,0.623819652,0.442717721
SP05,103000615,2010,12,0.451913163,0.411356831
SP05,103000615,2011,15,0.503107446,0.495037642
SP05,103000615,2012,15,0.501608945,0.426495139
SP05,103000615,2013,15,0.720996211,0.452405802
SP05,103000615,2014,17,0.598715845,0.465408033
SP05,103000615,2015,18,0.667742649,0.452405802
SP05,103000615,2016,20,0.678144295,0.469648013
SP05,103000615,2017,18,0.713585233,0.478904588
SP05,103000615,2018,21,0.681609273,0.635115173
SP05,103000615,2019,17,0.688545333,0.62153992
SP05,103000627,2007,15,0.720208215,0.379375805
SP05,103000627,2008,24,0.782045037,0.576724267
SP05,103000627,2009,27,0.826261252,0.635332553
SP05,103000627,2010,33,0.851661319,0.631186122
SP05,103000627,2011,31,0.822866359,0.691248527
SP05,103000627,2012,33,0.882395062,0.675382475
SP05,103000627,2013,30,0.741178025,0.635332553
SP05,103000627,2014,37,0.820731442,0.683330982
SP05,103000627,2015,28,0.773644402,0.590947231
SP05,103000627,2016,29,0.861871923,0.61728543
SP05,103000627,2017,29,0.74336416,0.623764794
SP05,103000627,2018,26,0.667742649,0.582196313
SP05,103000627,2019,26,0.738013894,0.709120205
SP05,103000636,2007,15,0.41691018,0.414190856
SP05,103000636,2008,17,0.70017937,0.508764575
SP05,103000636,2009,19,0.710457174,0.452405802
SP05,103000636,2010,15,0.703190532,0.463865917
SP05,103000636,2011,18,0.714791605,0.508764575
SP05,103000636,2012,18,0.669846141,0.470209955
SP05,103000636,2013,19,0.702141301,0.425303222
SP05,103000636,2014,24,0.706907201,0.541381968
SP05,103000636,2015,20,0.748444667,0.493738143
SP05,103000636,2016,16,0.665174565,0.412615348
SP05,103000636,2017,18,0.710457174,0.575481935
SP05,103000636,2018,25,0.813232738,0.67479906
SP05,103000636,2019,28,0.834590938,0.642150375
SP06,103000516,2007,19,0.783197692,0.468185093
SP06,103000516,2008,19,0.704256211,0.545478493
SP06,103000516,2009,17,0.696301495,0.609509214
SP06,103000516,2010,20,0.757625395,0.535699804
SP06,103000516,2011,17,0.716609143,0.530851184
SP06,103000516,2012,26,0.831264744,0.735482697
SP06,103000516,2013,18,0.721440714,0.582541246
SP06,103000516,2014,20,0.691388384,0.582541246
SP06,103000516,2015,15,0.609258563,0.486600908
SP06,103000516,2016,18,0.612162943,0.586804196
SP06,103000516,2017,19,0.643483247,0.566732426
SP06,103000516,2018,19,0.669929204,0.527396501
SP06,103000516,2019,18,0.592089482,0.408541082
SP06,103000573,2007,32,0.850882626,0.711806626
SP06,103000573,2008,27,0.850882626,0.680817691
SP06,103000573,2009,21,0.558901961,0.704623155
SP06,103000573,2010,32,0.934898398,0.828144216
SP06,103000573,2011,23,0.651979843,0.720504918
SP06,103000573,2012,39,0.858431958,0.83813333
SP06,103000573,2013,31,0.763641643,0.752795068
SP06,103000573,2014,25,0.830804443,0.609610122
SP06,103000573,2015,27,0.696238355,0.635154795
SP06,103000573,2016,29,0.864302018,0.77415463
SP06,103000573,2017,23,0.696238355,0.553590272
SP06,103000573,2018,28,0.815277952,0.804343374
SP06,103000573,2019,28,0.763641643,0.784180266
SP06,103000577,2007,11,0.423642361,0.252198917
SP06,103000577,2008,8,0.476766611,0.260251996
SP06,103000577,2009,12,0.346183747,0.353366276
SP06,103000577,2010,13,0.523280294,0.365475979
SP06,103000577,2011,8,0.439017249,0.218451823
SP06,103000577,2012,15,0.789671778,0.429241906
SP06,103000577,2013,15,0.656040804,0.379982644
SP06,103000577,2014,11,0.609948152,0.507427095
SP06,103000577,2015,7,0.344170288,0.184992926
SP06,103000577,2016,10,0.460149904,0.327697035
SP06,103000577,2017,11,0.638603165,0.307019311
SP06,103000577,2018,16,0.601403686,0.476215642
SP06,103000577,2019,15,0.504181085,0.549490152
SP06,103000579,2007,17,0.696301495,0.601499627
SP06,103000579,2008,18,0.681628083,0.715037876
SP06,103000579,2009,13,0.305856941,0.683612637
SP06,103000579,2010,18,0.523280294,0.716509428
SP06,103000579,2011,21,0.609490304,0.734736299
SP06,103000579,2012,19,0.609258563,0.688036595
SP06,103000579,2013,22,0.655494074,0.805864318
SP06,103000579,2014,19,0.638603165,0.716509428
SP06,103000579,2015,21,0.669929204,0.714913342
SP06,103000579,2016,26,0.749493897,0.729399701
SP06,103000579,2017,23,0.453663161,0.750493029
SP06,103000579,2018,23,0.54517205,0.764630825
SP06,103000579,2019,22,0.729421933,0.738693416
SP06,103000593,2007,15,0.763123156,0.466789862
SP06,103000593,2008,18,0.813742311,0.653283436
SP06,103000593,2009,12,0.569236848,0.445058068
SP06,103000593,2010,10,0.525789217,0.455863417
SP06,103000593,2011,6,0.178752977,0.220041276
SP06,103000593,2012,10,0.676657702,0.37249611
SP06,103000593,2013,25,0.705030495,0.784091888
SP06,103000593,2014,20,0.807209344,0.524275461
SP06,103000593,2015,19,0.761325706,0.760363882
SP06,103000593,2016,19,0.807209344,0.672128698
SP06,103000593,2017,25,0.807209344,0.681244638
SP06,103000593,2018,23,0.658257884,0.711133315
SP06,103000593,2019,26,0.724371937,0.734736834
SP06,103000623,2007,39,0.896233288,0.746631291
SP06,103000623,2008,38,0.867961198,0.700669852
SP06,103000623,2009,36,0.914066785,0.654312831
SP06,103000623,2010,30,0.763873384,0.667812645
SP06,103000623,2011,26,0.850882626,0.609326155
SP06,103000623,2012,22,0.659114212,0.7753095
SP06,103000623,2013,38,0.864302018,0.826781759
SP06,103000623,2014,38,0.851114367,0.889095447
SP06,103000623,2015,35,0.851114367,0.697866724
SP06,103000623,2016,30,0.868210524,0.685797944
SP06,103000623,2017,28,0.819662404,0.659278445
SP06,103000623,2018,30,0.830804443,0.79635264
SP06,103000623,2019,38,0.786422093,0.846063891
SP06,103000624,2007,16,0.757857137,0.454587255
SP06,103000624,2008,20,0.716612935,0.642887137
SP06,103000624,2009,19,0.712806803,0.629289299
SP06,103000624,2010,18,0.712806803,0.629289299
SP06,103000624,2011,16,0.675637769,0.405688229
SP06,103000624,2012,20,0.731967376,0.593812789
SP06,103000624,2013,16,0.680246345,0.433500902
SP06,103000624,2014,13,0.609258563,0.479188607
SP06,103000624,2015,12,0.609258563,0.457504129
SP06,103000624,2016,17,0.675637769,0.455836264
SP06,103000624,2017,12,0.655494074,0.436936225
SP06,103000624,2018,16,0.609258563,0.479188607
SP06,103000624,2019,17,0.592089482,0.461672886
SP06,103000631,2007,13,0.441058948,0.342007472
SP06,103000631,2008,19,0.667451313,0.42213741
SP06,103000631,2009,15,0.667451313,0.447393993
SP06,103000631,2010,15,0.655494074,0.567065775
SP06,103000631,2011,15,0.56847406,0.388074023
SP06,103000631,2012,25,0.730903923,0.738611536
SP06,103000631,2013,26,0.685083937,0.708115051
SP06,103000631,2014,27,0.667238872,0.786482404
SP06,103000631,2015,20,0.486901575,0.707482782
SP06,103000631,2016,24,0.778581498,0.722838968
SP06,103000631,2017,26,0.766951117,0.761217876
SP06,103000631,2018,21,0.669929204,0.668380316
SP06,103000631,2019,27,0.778813239,0.551258418
SP07,103000711,2012,27,0.283229747,0.342977696
SP07,103000711,2013,31,0.419433868,0.349357937
SP07,103000711,2014,30,0.388878405,0.299583653
SP07,103000711,2015,28,0.332763101,0.349888075
SP07,103000711,2016,34,0.436192211,0.343116581
SP07,103000711,2017,25,0.342182804,0.297204431
SP07,103000711,2018,30,0.409953204,0.325619862
SP07,103000711,2019,29,0.384082719,0.303409574
SP07,103000712,2012,37,0.474470982,0.401780663
SP07,103000712,2013,37,0.477242676,0.385035191
SP07,103000712,2014,29,0.355455338,0.296861619
SP07,103000712,2015,28,0.403300269,0.31882083
SP07,103000712,2016,28,0.448336536,0.226665465
SP07,103000712,2017,29,0.428518465,0.283595492
SP07,103000712,2018,29,0.409455942,0.304272343
SP07,103000712,2019,26,0.245610418,0.240954144
SP07,103000713,2012,33,0.527810116,0.367700442
SP07,103000713,2013,32,0.531789948,0.291766804
SP07,103000713,2014,28,0.519065336,0.252057666
SP07,103000713,2015,21,0.267760792,0.133586234
SP07,103000713,2016,25,0.30742743,0.201092704
SP07,103000713,2017,27,0.493347348,0.263113656
SP07,103000713,2018,26,0.43196198,0.245587233
SP07,103000713,2019,22,0.345473668,0.206759737
SP07,103000714,2012,39,0.539514194,0.433448338
SP07,103000714,2013,39,0.456631446,0.437982846
SP07,103000714,2014,32,0.508903505,0.311444016
SP07,103000714,2015,29,0.429934444,0.298362525
SP07,103000714,2016,31,0.437881326,0.262476005
SP07,103000714,2017,32,0.4564744,0.326493762
SP07,103000714,2018,27,0.38040742,0.174564887
SP07,103000714,2019,32,0.498032777,0.2551304
SP07,103000716,2012,24,0.355617304,0.307664958
SP07,103000716,2013,38,0.564400621,0.399218392
SP07,103000716,2014,29,0.376319047,0.202034058
SP07,103000716,2015,25,0.306695096,0.254109324
SP07,103000716,2016,23,0.304417029,0.199798797
SP07,103000716,2017,28,0.403983157,0.228307621
SP07,103000716,2018,23,0.397083333,0.283473366
SP07,103000716,2019,21,0.191841574,0.224094072
SP07,103000717,2012,24,0.331152748,0.210401002
SP07,103000717,2013,31,0.379623516,0.224184935
SP07,103000717,2014,26,0.23963197,0.169883624
SP07,103000717,2015,25,0.364780269,0.189488325
SP07,103000717,2016,22,0.220966483,0.226195972
SP07,103000717,2017,27,0.273821164,0.226270201
SP07,103000717,2018,20,0.353824915,0.130958776
SP07,103000717,2019,21,0.257169156,0.134284754
SP07,103000718,2012,38,0.494114058,0.396132903
SP07,103000718,2013,38,0.493640868,0.360824731
SP07,103000718,2014,32,0.413865958,0.300098024
SP07,103000718,2015,29,0.333243064,0.238455757
SP07,103000718,2016,29,0.404720395,0.216487496
SP07,103000718,2017,32,0.461554995,0.273255945
SP07,103000718,2018,27,0.329679372,0.201137314
SP07,103000718,2019,28,0.469549201,0.206501424
SP07,103000719,2012,30,0.473227519,0.328785742
SP07,103000719,2013,33,0.468369351,0.295859317
SP07,103000719,2014,31,0.487263501,0.339655716
SP07,103000719,2015,28,0.43246998,0.284881184
SP07,103000719,2016,25,0.312986295,0.178238242
SP07,103000719,2017,26,0.418083345,0.296552808
SP07,103000719,2018,26,0.396742505,0.173592576
SP07,103000719,2019,25,0.410418992,0.283895063
SP07,103000720,2012,32,0.400797471,0.299308467
SP07,103000720,2013,42,0.563647606,0.448781938
SP07,103000720,2014,31,0.431961719,0.319843696
SP07,103000720,2015,33,0.406993155,0.325816283
SP07,103000720,2016,35,0.419265528,0.420579996
SP07,103000720,2017,33,0.476978964,0.345191388
SP07,103000720,2018,26,0.333783177,0.19986931
SP07,103000720,2019,34,0.41757949,0.377344001
SP07,103000722,2012,23,0.360693186,0.170138488
SP07,103000722,2013,24,0.325273862,0.260654669
SP07,103000722,2014,26,0.368356284,0.220769978
SP07,103000722,2015,23,0.371697751,0.13067845
SP07,103000722,2016,21,0.251039196,0.138372578
SP07,103000722,2017,21,0.208296587,0.166395089
SP07,103000722,2018,18,0.253082196,0.109983084
SP07,103000722,2019,21,0.272435716,0.120035219
SW01,104000010,2007,19,0.433092504,0.317800428
SW01,104000010,2008,20,0.373196786,0.327256518
SW01,104000010,2009,22,0.397234104,0.358655587
SW01,104000010,2010,15,0.32161639,0.276308554
SW01,104000010,2011,19,0.427661643,0.344465232
SW01,104000010,2012,12,0.256128456,0.137396074
SW01,104000010,2013,19,0.316485528,0.361927288
SW01,104000010,2014,18,0.310858905,0.274244417
SW01,104000013,2007,32,0.548010882,0.587653517
SW01,104000013,2008,33,0.548010882,0.571332228
SW01,104000013,2009,31,0.532478202,0.58728055
SW01,104000013,2010,37,0.613848355,0.7175755
SW01,104000013,2011,31,0.567763947,0.551715478
SW01,104000013,2012,35,0.566670125,0.5834615
SW01,104000013,2013,32,0.546117474,0.58140744
SW01,104000013,2014,34,0.586782457,0.75874548
SW01,104000015,2007,41,0.698397383,0.745555758
SW01,104000015,2008,36,0.761774569,0.531226498
SW01,104000015,2009,35,0.553643534,0.619462851
SW01,104000015,2010,34,0.698809907,0.589470579
SW01,104000015,2011,42,0.786515334,0.702315044
SW01,104000015,2012,43,0.826389341,0.800355476
SW01,104000015,2013,31,0.510523926,0.627080719
SW01,104000015,2014,39,0.723241487,0.664003632
SW01,104000018,2007,42,0.668160197,0.558568822
SW01,104000018,2008,44,0.700841256,0.552298072
SW01,104000018,2009,32,0.531222059,0.475598565
SW01,104000018,2010,33,0.662523985,0.48469598
SW01,104000018,2011,31,0.410069866,0.417131317
SW01,104000018,2012,37,0.668160197,0.506938573
SW01,104000018,2013,37,0.698124378,0.51318164
SW01,104000018,2014,40,0.559502212,0.545112615
SW01,104000028,2007,37,0.637647839,0.601067911
SW01,104000028,2008,39,0.691243547,0.576516311
SW01,104000028,2009,42,0.697030686,0.585387844
SW01,104000028,2010,32,0.631370628,0.50576745
SW01,104000028,2011,39,0.697030686,0.508372206
SW01,104000028,2012,37,0.639900243,0.432544704
SW01,104000028,2013,37,0.669361879,0.476990633
SW01,104000028,2014,39,0.685407947,0.492412522
SW02,104000021,2007,36,0.558815513,0.421992467
SW02,104000021,2008,37,0.580294738,0.398277761
SW02,104000021,2009,36,0.559091104,0.398783298
SW02,104000021,2010,35,0.539197064,0.313253351
SW02,104000021,2012,36,0.528072787,0.378179365
SW02,104000021,2013,40,0.56785098,0.594414934
SW02,104000021,2014,42,0.588136256,0.491662936
SW02,104000063,2007,41,0.603967266,0.731244348
SW02,104000063,2008,47,0.634031339,0.805232035
SW02,104000063,2009,50,0.716363824,0.712208382
SW02,104000063,2010,48,0.580313655,0.775788464
SW02,104000063,2012,41,0.619312278,0.755183049
SW02,104000063,2013,44,0.576073494,0.707705466
SW02,104000063,2014,40,0.594249116,0.78727384
SW02,104000071,2007,33,0.388365175,0.521040549
SW02,104000071,2008,35,0.463311006,0.626060613
SW02,104000071,2009,31,0.459859706,0.491635676
SW02,104000071,2010,27,0.410268523,0.417172244
SW02,104000071,2012,25,0.37550483,0.210821276
SW02,104000071,2013,26,0.408242288,0.351535361
SW02,104000071,2014,26,0.408441254,0.437671417
SW02,104000090,2007,49,0.763519766,0.673429099
SW02,104000090,2008,42,0.519219691,0.620885272
SW02,104000090,2009,49,0.64759516,0.699280032
SW02,104000090,2010,48,0.591685987,0.682965978
SW02,104000090,2012,46,0.650129626,0.657161987
SW02,104000090,2013,47,0.678470835,0.648576078
SW02,104000090,2014,44,0.664827858,0.65075713
SW02,104000128,2007,22,0.369993753,0.151651113
SW02,104000128,2008,23,0.32825055,0.199302197
SW02,104000128,2009,22,0.395035122,0.132091469
SW02,104000128,2010,20,0.164743163,0.173468385
SW02,104000128,2012,19,0.293935067,0.120248167
SW02,104000128,2013,23,0.317482956,0.202574834
SW02,104000128,2014,24,0.476799636,0.209205623
SW03,104000002,2007,28,0.485251975,0.582834158
SW03,104000002,2008,32,0.695839153,0.586213684
SW03,104000002,2009,36,0.675966878,0.62064313
SW03,104000002,2010,32,0.508260892,0.60843941
SW03,104000002,2011,37,0.674387919,0.615567409
SW03,104000002,2012,38,0.664670259,0.6414887
SW03,104000002,2013,39,0.574804311,0.647018047
SW03,104000002,2014,40,0.664059341,0.592834762
SW03,104000002,2015,34,0.564448541,0.711822733
SW03,104000002,2016,37,0.523449438,0.712381882
SW03,104000002,2017,39,0.523449438,0.647018047
SW03,104000002,2018,41,0.722330053,0.628193248
SW03,104000003,2007,28,0.320769166,0.595824624
SW03,104000003,2008,25,0.318788481,0.595824624
SW03,104000003,2009,28,0.320769166,0.642737042
SW03,104000003,2010,29,0.320769166,0.621461008
SW03,104000003,2011,27,0.320769166,0.620980884
SW03,104000003,2012,25,0.278324283,0.586682108
SW03,104000003,2013,27,0.503659376,0.591566571
SW03,104000003,2014,25,0.320769166,0.621458054
SW03,104000003,2015,23,0.318788481,0.591566571
SW03,104000003,2016,28,0.503659376,0.396984334
SW03,104000003,2017,26,0.493161115,0.617103612
SW03,104000003,2018,24,0.320769166,0.540470931
SW03,104000004,2007,26,0.269352906,0.615160928
SW03,104000004,2008,35,0.484402079,0.615163883
SW03,104000004,2009,28,0.364775511,0.604733589
SW03,104000004,2010,33,0.554552475,0.630491165
SW03,104000004,2011,25,0.280267095,0.604733589
SW03,104000004,2012,30,0.291679481,0.604733589
SW03,104000004,2013,31,0.327822881,0.630491165
SW03,104000004,2014,36,0.414964652,0.634467682
SW03,104000004,2015,31,0.338552643,0.615163883
SW03,104000004,2016,35,0.475443743,0.630491165
SW03,104000004,2017,34,0.430113858,0.634360701
SW03,104000004,2018,34,0.473288708,0.650431478
SW03,104000005,2007,38,0.420438814,0.667846943
SW03,104000005,2008,31,0.395554357,0.646617268
SW03,104000005,2009,29,0.368133616,0.671724215
SW03,104000005,2010,34,0.420438814,0.671721261
SW03,104000005,2011,37,0.411899354,0.648472399
SW03,104000005,2012,20,0.338795057,0.465084242
SW03,104000005,2013,34,0.400833566,0.651894592
SW03,104000005,2014,34,0.420438814,0.623316139
SW03,104000005,2015,37,0.420438814,0.671724215
SW03,104000005,2016,34,0.400268635,0.646565001
SW03,104000005,2017,39,0.447632488,0.672385593
SW03,104000005,2018,35,0.400268635,0.661788256
SW03,104000008,2007,18,0.491947376,0.517603844
SW03,104000008,2008,16,0.246794808,0.532184248
SW03,104000008,2009,21,0.464043679,0.559333636
SW03,104000008,2010,30,0.30447031,0.646277132
SW03,104000008,2011,20,0.391102513,0.243578001
SW03,104000008,2012,25,0.430730988,0.625796039
SW03,104000008,2013,29,0.57529145,0.601368534
SW03,104000008,2014,23,0.497522173,0.59003226
SW03,104000008,2015,28,0.432362487,0.661699285
SW03,104000008,2016,30,0.560637565,0.560831047
SW03,104000008,2017,29,0.535692867,0.584545786
SW03,104000008,2018,32,0.537726526,0.684987421
SW03,104000009,2007,12,0.146229212,0.21887021
SW03,104000009,2008,22,0.239184144,0.582277148
SW03,104000009,2009,22,0.20547766,0.599164553
SW03,104000009,2010,18,0.195322488,0.582277148
SW03,104000009,2011,23,0.228794938,0.608198439
SW03,104000009,2012,22,0.208090092,0.582277148
SW03,104000009,2013,19,0.221582598,0.582277148
SW03,104000009,2014,19,0.20547766,0.582277148
SW03,104000009,2015,21,0.195322488,0.582277148
SW03,104000009,2016,22,0.269432488,0.591049901
SW03,104000009,2017,22,0.281426969,0.582277148
SW03,104000009,2018,22,0.294194574,0.45924097
SW03,104000012,2007,31,0.287874398,0.6191404
SW03,104000012,2008,31,0.274381892,0.634360701
SW03,104000012,2009,34,0.365100432,0.630384184
SW03,104000012,2010,31,0.365100432,0.6191404
SW03,104000012,2011,33,0.365100432,0.630384184
SW03,104000012,2012,30,0.365100432,0.6191404
SW03,104000012,2013,33,0.365100432,0.6191404
SW03,104000012,2014,33,0.365100432,0.6191404
SW03,104000012,2015,29,0.310115027,0.621324205
SW03,104000012,2016,34,0.400833566,0.634360701
SW03,104000012,2017,34,0.365100432,0.634360701
SW03,104000012,2018,35,0.365100432,0.655091729
SW03,104000017,2007,43,0.575588249,0.635407835
SW03,104000017,2008,31,0.408002192,0.329498497
SW03,104000017,2009,36,0.408002192,0.374569697
SW03,104000017,2010,38,0.561629232,0.606089337
SW03,104000017,2011,45,0.60345457,0.697574114
SW03,104000017,2012,42,0.741367435,0.455637838
SW03,104000017,2013,33,0.523695434,0.319878031
SW03,104000017,2014,28,0.43438412,0.327558778
SW03,104000017,2015,32,0.442445785,0.310795059
SW03,104000017,2016,35,0.562863853,0.656232193
SW03,104000017,2017,35,0.523695434,0.327558778
SW03,104000017,2018,33,0.551569688,0.412359195
SW03,104000022,2007,34,0.502721205,0.716096586
SW03,104000022,2008,32,0.487255002,0.319473714
SW03,104000022,2009,29,0.439117749,0.382107377
SW03,104000022,2010,29,0.599162961,0.359459778
SW03,104000022,2011,34,0.65282829,0.465521085
SW03,104000022,2012,37,0.809945073,0.502555979
SW03,104000022,2013,38,0.754276122,0.405355487
SW03,104000022,2014,37,0.725291197,0.503286176
SW03,104000022,2015,33,0.779798922,0.362464115
SW03,104000022,2016,31,0.584913504,0.464324979
SW03,104000022,2017,39,0.637905471,0.722862148
SW03,104000022,2018,31,0.533089728,0.478463868
SW03,104000025,2007,7,0.162060492,0.43336003
SW03,104000025,2008,11,0.192489691,0.449827693
SW03,104000025,2009,13,0.17465944,0.465733507
SW03,104000025,2010,13,0.17465944,0.43336003
SW03,104000025,2011,11,0.164593801,0.43336003
SW03,104000025,2012,14,0.192489691,0.446301473
